Date,Hour,Rented eScooter Count,Distance from centre(km),Temperature(°C),Wind speed (m/s),Visibility(10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall(cm),Season,Scheme Functioning
23/03/2021,11,584,7.729680725,9.1,1.7,799,-2.6,2.24,0,0,Spring,Yes
23/03/2021,12,690,2.894646598,11.3,2.3,940,-4.6,2.72,0,0,Spring,Yes
23/03/2021,13,682,8.613817312,12.9,2.1,1073,-3.6,2.87,0,0,Spring,Yes
23/03/2021,14,758,7.331675654,14.4,2.9,811,-3.4,2.71,0,0,Spring,Yes
23/03/2021,15,849,7.59804805,14.1,3,1120,-4.9,2.41,0,0,Spring,Yes
23/03/2021,16,901,2.923285412,14.2,2.8,1655,-7.8,1.98,0,0,Spring,Yes
23/03/2021,17,1108,1.311144887,13.2,3.5,1585,-7.1,1.19,0,0,Spring,Yes
23/03/2021,18,1611,3.536565326,11.7,3.6,948,-4.6,0.37,0,0,Spring,Yes
23/03/2021,19,932,7.000315166,10.3,3,779,-2,0.06,0,0,Spring,Yes
23/03/2021,20,724,1.01501999,8.7,2.6,774,-3.5,0,0,0,Spring,Yes
23/03/2021,21,676,1.292338764,7.8,2.2,650,-1.3,0,0,0,Spring,Yes
23/03/2021,22,638,3.380751219,7.3,1.8,591,-1.1,0,0,0,Spring,Yes
23/03/2021,23,422,6.884303659,7,1.7,717,-6.8,0,0,0,Spring,Yes
24/03/2021,0,403,4.005821213,6.7,1.7,746,-5.9,0,0,0,Spring,Yes
24/03/2021,1,360,8.418351665,6.7,1.1,728,-4.5,0,0,0,Spring,Yes
24/03/2021,2,305,2.398766276,7,1.7,669,-4.5,0,0,0,Spring,Yes
24/03/2021,3,197,3.834700711,7,0.8,659,-4.3,0,0,0,Spring,Yes
24/03/2021,4,122,7.49112071,7.1,1.2,550,-3.4,0,0,0,Spring,Yes
24/03/2021,5,82,9.290797577,6.7,1.3,543,-3.8,0,0,0,Spring,Yes
24/03/2021,6,113,9.170980471,6.2,0.6,633,-5.3,0,0,0,Spring,Yes
24/03/2021,7,198,9.2097318,6,0.9,587,-4.4,0.01,0,0,Spring,Yes
24/03/2021,8,424,7.137189559,6.5,0.4,580,-5.3,0.19,0,0,Spring,Yes
24/03/2021,9,456,0.779857264,8.5,2.5,588,-6.1,0.69,0,0,Spring,Yes
24/03/2021,10,494,1.648105892,9.2,1.5,559,-4.5,0.42,0,0,Spring,Yes
24/03/2021,11,589,5.354658147,11,2,399,0.6,1.11,0,0,Spring,Yes
24/03/2021,12,806,8.932495342,12.6,3.1,390,1.1,2.27,0,0,Spring,Yes
24/03/2021,13,880,7.341686042,14.4,2.5,379,2.2,2.48,0,0,Spring,Yes
24/03/2021,14,855,0.687832144,14.7,3.4,378,3.8,2.42,0,0,Spring,Yes
24/03/2021,15,1025,7.038939974,14.4,4.1,404,4.3,2.26,0,0,Spring,Yes
24/03/2021,16,947,0.289937467,14.3,3.4,359,4.9,1.82,0,0,Spring,Yes
24/03/2021,17,916,3.277068119,13.1,4.2,367,4.9,1.18,0,0,Spring,Yes
24/03/2021,18,736,0.935338038,11,3,288,4.9,0.45,0,0,Spring,Yes
24/03/2021,19,521,5.940778405,9.7,2.8,234,4.4,0.05,0,0,Spring,Yes
24/03/2021,20,513,5.146359638,9.1,3.3,203,4.4,0,0,0,Spring,Yes
24/03/2021,21,487,2.132263973,8.7,2.8,193,4.1,0,0,0,Spring,Yes
24/03/2021,22,460,6.307718904,8.5,2.3,167,4.1,0,0,0,Spring,Yes
24/03/2021,23,354,5.662282726,8.4,2.3,155,4,0,0,0,Spring,Yes
25/03/2021,0,372,6.308605254,8.4,1.4,171,3.8,0,0,0,Spring,Yes
25/03/2021,1,267,9.242105534,8.4,1.2,186,3.5,0,0,0,Spring,Yes
25/03/2021,2,195,2.407638223,8,1.3,198,3.1,0,0,0,Spring,Yes
25/03/2021,3,139,2.446945678,7.5,0.9,186,2.8,0,0,0,Spring,Yes
25/03/2021,4,90,7.143354344,7.3,1,200,2.4,0,0,0,Spring,Yes
25/03/2021,5,60,1.2480453,7,0.7,200,2.3,0,0,0,Spring,Yes
25/03/2021,6,71,8.037244692,6.6,0.7,193,2.1,0,0,0,Spring,Yes
25/03/2021,7,137,0.352345244,6.7,1.3,198,1.8,0.02,0,0,Spring,Yes
25/03/2021,8,225,8.881818912,7,1.1,203,1.6,0.23,0,0,Spring,Yes
25/03/2021,9,331,0.354658428,8.3,1.3,218,1.8,0.79,0,0,Spring,Yes
25/03/2021,10,359,5.29622614,10.4,1.8,229,2.1,1.67,0,0,Spring,Yes
25/03/2021,11,466,0.968346298,12.7,2,261,2.2,2.27,0,0,Spring,Yes
25/03/2021,12,626,0.715384501,14.7,1.3,321,1,2.63,0,0,Spring,Yes
25/03/2021,13,784,2.108505841,16.6,1.9,315,0.4,2.75,0,0,Spring,Yes
25/03/2021,14,882,3.046871765,18.1,2.4,315,1.3,2.62,0,0,Spring,Yes
25/03/2021,15,960,0.180566227,18.7,3.1,265,2.2,2.27,0,0,Spring,Yes
25/03/2021,16,1031,6.07143783,18.5,3.1,366,2.4,1.91,0,0,Spring,Yes
25/03/2021,17,911,6.988421159,17.8,2.3,481,2.2,1.28,0,0,Spring,Yes
25/03/2021,18,768,2.059152573,16.4,2.7,596,2.2,0.6,0,0,Spring,Yes
25/03/2021,19,571,7.999934984,14.6,2.5,384,4.7,0.08,0,0,Spring,Yes
25/03/2021,20,502,3.78016626,12.7,2.8,236,5.4,0,0,0,Spring,Yes
25/03/2021,21,456,9.324934513,11.8,2.2,219,5.3,0,0,0,Spring,Yes
25/03/2021,22,424,4.291951225,10.8,2,203,5.3,0,0,0,Spring,Yes
25/03/2021,23,336,7.106727003,10,1.3,196,5.1,0,0,0,Spring,Yes
26/03/2021,0,244,2.74156474,9.1,2.3,185,4.5,0,0,0,Spring,Yes
26/03/2021,1,185,9.012954526,8.3,1.8,153,4.2,0,0,0,Spring,Yes
26/03/2021,2,93,0.608175585,7.4,1.5,89,4.6,0,0,0,Spring,Yes
26/03/2021,3,62,2.941389894,7.5,1.6,72,4.9,0,0,0,Spring,Yes
26/03/2021,4,65,9.251873984,7.5,2,53,4.9,0,0,0,Spring,Yes
26/03/2021,5,98,5.085706156,7.4,1.5,38,4.9,0,0,0,Spring,Yes
26/03/2021,6,227,6.531792252,7.7,0.5,80,5.2,0,0,0,Spring,Yes
26/03/2021,7,581,1.218672388,8,0.6,94,5.4,0,0,0,Spring,Yes
26/03/2021,8,983,3.179808968,8.4,1.4,117,4.8,0.13,0,0,Spring,Yes
26/03/2021,9,540,3.77597299,9.6,0.7,147,4.7,0.55,0,0,Spring,Yes
26/03/2021,10,415,8.46510484,12,1,187,4.7,1.57,0,0,Spring,Yes
26/03/2021,11,422,3.888038245,14.6,2.4,281,5,2.23,0,0,Spring,Yes
26/03/2021,12,492,6.40187405,16.6,2.5,348,5.1,2.65,0,0,Spring,Yes
26/03/2021,13,504,4.51392363,18,2.5,459,4.6,2.8,0,0,Spring,Yes
26/03/2021,14,575,1.549209074,19.4,2.9,520,3.2,2.7,0,0,Spring,Yes
26/03/2021,15,604,8.66537817,19.6,3.6,985,1.1,2.44,0,0,Spring,Yes
26/03/2021,16,819,3.919653383,19.7,3.4,897,1.2,1.96,0,0,Spring,Yes
26/03/2021,17,925,9.372880624,19.1,3.3,1075,-0.1,1.33,0,0,Spring,Yes
26/03/2021,18,1477,2.998279548,18,2.9,1138,-0.2,0.6,0,0,Spring,Yes
26/03/2021,19,1031,3.410714405,16.3,3.1,1247,-0.2,0.1,0,0,Spring,Yes
26/03/2021,20,835,7.311712083,14.9,2.8,1047,0.2,0,0,0,Spring,Yes
26/03/2021,21,798,8.100397751,13.6,1.5,693,2.5,0,0,0,Spring,Yes
26/03/2021,22,662,3.855052706,12.7,1.4,600,2.7,0,0,0,Spring,Yes
26/03/2021,23,447,0.522385179,11.8,0.6,535,2.8,0,0,0,Spring,Yes
27/03/2021,0,380,4.356788705,11,1.1,426,3.3,0,0,0,Spring,Yes
27/03/2021,1,278,6.797173522,10.7,0.9,398,3.5,0,0,0,Spring,Yes
27/03/2021,2,163,9.774189455,10.3,0.8,394,3.1,0,0,0,Spring,Yes
27/03/2021,3,127,4.101453444,10.1,0.9,378,3.1,0,0,0,Spring,Yes
27/03/2021,4,95,7.945544209,9.8,0.3,395,2.6,0,0,0,Spring,Yes
27/03/2021,5,110,3.457299878,10,0.8,439,1.3,0,0,0,Spring,Yes
27/03/2021,6,231,5.429316078,10.1,0.6,415,2.1,0,0,0,Spring,Yes
27/03/2021,7,705,8.837523508,10.5,0.7,475,2.7,0.02,0,0,Spring,Yes
27/03/2021,8,1201,6.804578118,11.3,0.6,519,2.3,0.25,0,0,Spring,Yes
27/03/2021,9,699,0.051204234,13.6,0.8,498,1.7,0.84,0,0,Spring,Yes
27/03/2021,10,462,5.013885225,15.9,0.8,586,0.5,1.6,0,0,Spring,Yes
27/03/2021,11,560,9.536655758,17.8,1.9,647,2.2,1.95,0,0,Spring,Yes
27/03/2021,12,586,6.786195758,18.7,2.4,620,5.3,1.76,0,0,Spring,Yes
27/03/2021,13,563,1.452165507,20.6,2.1,642,6.7,2.54,0,0,Spring,Yes
27/03/2021,14,618,9.820148694,21.4,2,624,7.1,2.05,0,0,Spring,Yes
27/03/2021,15,636,1.643187941,21.9,2.7,676,7.6,1.79,0,0,Spring,Yes
27/03/2021,16,774,1.904340382,21.5,3.4,613,8.7,1.6,0,0,Spring,Yes
27/03/2021,17,960,7.658313589,20.4,3.2,605,8.9,1.05,0,0,Spring,Yes
27/03/2021,18,1521,3.125816577,18.8,3.1,580,8.9,0.46,0,0,Spring,Yes
27/03/2021,19,1020,5.54969367,17,2.6,452,8.9,0.07,0,0,Spring,Yes
27/03/2021,20,864,8.116200094,15.9,2.4,385,8.9,0,0,0,Spring,Yes
27/03/2021,21,866,2.367684397,15.4,1.5,325,8.6,0,0,0,Spring,Yes
27/03/2021,22,764,0.439854105,14.9,1.3,326,8.5,0,0,0,Spring,Yes
27/03/2021,23,527,1.625125258,14.4,1.5,356,7.8,0,0,0,Spring,Yes
28/03/2021,0,400,6.516206748,14,0.8,346,7.8,0,0,0,Spring,Yes
28/03/2021,1,337,1.02852495,13.6,1.2,374,7.1,0,0,0,Spring,Yes
28/03/2021,2,225,5.054764604,13.5,1.9,399,7.2,0,0,0,Spring,Yes
28/03/2021,3,150,6.198324992,12.9,0.8,383,7.3,0,0,0,Spring,Yes
28/03/2021,4,104,1.481365493,12.6,0.9,422,6.7,0,0,0,Spring,Yes
28/03/2021,5,107,6.334566115,12.2,0.8,366,6.8,0,0,0,Spring,Yes
28/03/2021,6,258,9.706535744,11.6,0.7,301,7,0,0,0,Spring,Yes
28/03/2021,7,741,4.60482095,11.6,1.1,284,6.6,0.04,0,0,Spring,Yes
28/03/2021,8,1353,8.420775659,12.3,0.7,341,6.4,0.37,0,0,Spring,Yes
28/03/2021,9,723,5.530039925,14.4,1,546,6.2,0.91,0,0,Spring,Yes
28/03/2021,10,494,6.81286769,16.7,2.9,684,7.4,1.59,0,0,Spring,Yes
28/03/2021,11,588,0.467630268,17.6,3.7,817,7.8,1.44,0,0,Spring,Yes
28/03/2021,12,629,5.256981411,18.5,3.8,881,7.9,1.55,0,0,Spring,Yes
28/03/2021,13,723,3.520435737,19.5,3.1,1065,8,1.63,0,0,Spring,Yes
28/03/2021,14,698,9.75436253,20.6,4.4,1664,6.7,2.14,0,0,Spring,Yes
28/03/2021,15,785,1.714456643,20.2,4.1,1908,6,1.86,0,0,Spring,Yes
28/03/2021,16,943,8.757461797,20.3,4.3,1931,5.4,1.3,0,0,Spring,Yes
28/03/2021,17,1221,1.20099332,19.6,4.2,1947,5.5,0.7,0,0,Spring,Yes
28/03/2021,18,1839,2.877349569,19,3.1,1855,7.3,0.35,0,0,Spring,Yes
28/03/2021,19,1288,7.453185117,18,2.8,1436,8.2,0.06,0,0,Spring,Yes
28/03/2021,20,1133,0.340484594,17.2,2.2,988,8.6,0,0,0,Spring,Yes
28/03/2021,21,1035,2.990187449,16.2,0.8,723,8.7,0,0,0,Spring,Yes
28/03/2021,22,907,8.532874711,15.6,2,644,8.8,0,0,0,Spring,Yes
28/03/2021,23,614,9.230857502,15.5,1.2,603,8.9,0,0,0,Spring,Yes
29/03/2021,0,466,7.515304455,15.4,1.5,537,9.4,0,0,0,Spring,Yes
29/03/2021,1,390,6.257836093,15,1.9,484,9.8,0,0,0,Spring,Yes
29/03/2021,2,254,8.418808809,14.9,1.6,369,10,0,0,0,Spring,Yes
29/03/2021,3,170,3.726282422,14.7,0.4,384,9.3,0,0,0,Spring,Yes
29/03/2021,4,109,6.596562642,14.8,0.2,418,9.6,0,0,0,Spring,Yes
29/03/2021,5,106,2.52313983,14.7,0.8,392,9.8,0,0,0,Spring,Yes
29/03/2021,6,274,8.931719131,14.6,0.5,332,9.7,0,0,0,Spring,Yes
29/03/2021,7,781,7.083504649,14.8,0.6,370,9.7,0.01,0,0,Spring,Yes
29/03/2021,8,1281,8.524420635,15.3,1.2,369,9.9,0.14,0,0,Spring,Yes
29/03/2021,9,757,0.562752143,15.5,1.9,382,9.9,0.2,0,0,Spring,Yes
29/03/2021,10,482,3.77159604,17,1.5,552,9.3,1.02,0,0,Spring,Yes
29/03/2021,11,583,4.804240172,18.1,1.2,555,9,1.08,0,0,Spring,Yes
29/03/2021,12,714,2.560849966,20.2,2.3,594,9,2.24,0,0,Spring,Yes
29/03/2021,13,716,6.953044482,21.5,1.9,596,8.1,2.32,0,0,Spring,Yes
29/03/2021,14,711,1.258412835,22.2,2.4,541,8.5,2.3,0,0,Spring,Yes
29/03/2021,15,781,8.011419853,22.8,3.1,576,7.4,2.1,0,0,Spring,Yes
29/03/2021,16,957,2.787534292,22.7,2.2,741,5.8,1.63,0,0,Spring,Yes
29/03/2021,17,1194,9.679674399,22.3,2.8,635,8.9,1.14,0,0,Spring,Yes
29/03/2021,18,1776,0.829411048,21.1,2.4,942,7.5,0.57,0,0,Spring,Yes
29/03/2021,19,1260,3.80890804,19.5,2.2,758,9.8,0.11,0,0,Spring,Yes
29/03/2021,20,1079,4.37356943,17.6,2.7,686,8.8,0,0,0,Spring,Yes
29/03/2021,21,1046,6.924548705,16.4,1.7,677,8.1,0,0,0,Spring,Yes
29/03/2021,22,949,9.449601135,15.3,2.1,581,8.1,0,0,0,Spring,Yes
29/03/2021,23,614,6.958650474,14.7,1.6,475,8.3,0,0,0,Spring,Yes
30/03/2021,0,490,0.225189578,13.8,0.6,438,8,0,0,0,Spring,Yes
30/03/2021,1,401,3.25946605,13.4,0.7,466,7.5,0,0,0,Spring,Yes
30/03/2021,2,261,8.149399701,12.8,0.4,639,5.9,0,0,0,Spring,Yes
30/03/2021,3,184,5.067799801,12.3,0.7,887,4.6,0,0,0,Spring,Yes
30/03/2021,4,115,2.299944175,11.9,1.1,820,4,0,0,0,Spring,Yes
30/03/2021,5,117,5.295536216,12.4,1.8,911,3.4,0,0,0,Spring,Yes
30/03/2021,6,284,1.271473376,12.3,1.2,555,5,0,0,0,Spring,Yes
30/03/2021,7,747,2.028203758,12.5,1.1,483,5.2,0.04,0,0,Spring,Yes
30/03/2021,8,1406,4.289201534,13.5,1.6,550,3.9,0.42,0,0,Spring,Yes
30/03/2021,9,772,3.630000945,15.7,1.3,972,2.2,1.08,0,0,Spring,Yes
30/03/2021,10,583,7.538372328,18,1.4,1708,-2,1.79,0,0,Spring,Yes
30/03/2021,11,739,0.702204128,19.8,2.6,1822,-1.9,2.37,0,0,Spring,Yes
30/03/2021,12,939,6.622977782,21.1,1.6,1704,-0.8,2.73,0,0,Spring,Yes
30/03/2021,13,860,4.00215428,22.3,1.4,1464,0.6,2.87,0,0,Spring,Yes
30/03/2021,14,965,1.783476815,23,2.8,1191,1.7,2.75,0,0,Spring,Yes
30/03/2021,15,1068,8.225115847,23.8,2.3,1162,2.4,2.4,0,0,Spring,Yes
30/03/2021,16,1156,2.996202184,22.7,3.6,811,5,1.82,0,0,Spring,Yes
30/03/2021,17,1460,2.31806196,21.4,2.9,778,7.1,1.13,0,0,Spring,Yes
30/03/2021,18,1935,2.309163945,19.4,3.1,657,8.7,0.52,0,0,Spring,Yes
30/03/2021,19,1268,6.905210945,17.2,3.2,1081,7.4,0.09,0,0,Spring,Yes
30/03/2021,20,1045,0.507581291,16.3,2.6,936,7.3,0,0,0,Spring,Yes
30/03/2021,21,948,3.585494066,15.7,1.8,658,8.9,0,0,0,Spring,Yes
30/03/2021,22,880,4.426484252,14.7,1.5,521,8.5,0,0,0,Spring,Yes
30/03/2021,23,678,8.998496924,14.1,1.4,540,8.1,0,0,0,Spring,Yes
31/03/2021,0,537,4.859972311,13.7,1.3,588,7.7,0,0,0,Spring,Yes
31/03/2021,1,502,3.156612826,13.5,2,593,7.6,0,0,0,Spring,Yes
31/03/2021,2,397,3.079338923,13,1.5,816,6.3,0,0,0,Spring,Yes
31/03/2021,3,264,3.848553007,12.7,1.7,712,6.2,0,0,0,Spring,Yes
31/03/2021,4,163,3.413356148,12.4,1.7,801,5.7,0,0,0,Spring,Yes
31/03/2021,5,108,7.93003021,11.8,0.8,1098,5.1,0,0,0,Spring,Yes
31/03/2021,6,142,0.331182554,11.4,0.9,1117,5.1,0,0,0,Spring,Yes
31/03/2021,7,264,3.741645019,11.5,0.2,1017,4.6,0.04,0,0,Spring,Yes
31/03/2021,8,489,0.17364757,12.4,0.8,979,4,0.41,0,0,Spring,Yes
31/03/2021,9,642,5.337953205,14.6,0.9,859,4.2,0.98,0,0,Spring,Yes
31/03/2021,10,618,3.880306171,16.7,0.9,831,5.2,1.59,0,0,Spring,Yes
31/03/2021,11,824,9.491877416,18.7,1.9,1054,4.6,2.07,0,0,Spring,Yes
31/03/2021,12,1072,2.307581241,20.2,4.2,1189,3.6,2.41,0,0,Spring,Yes
31/03/2021,13,1218,4.825216898,21.3,3,1257,4.2,2.53,0,0,Spring,Yes
31/03/2021,14,1381,6.715978543,22.1,3,1554,1.9,2.57,0,0,Spring,Yes
31/03/2021,15,1542,2.60841641,20.9,3.7,1769,0,2.09,0,0,Spring,Yes
31/03/2021,16,1578,6.085282416,20,3,1836,1,1.03,0,0,Spring,Yes
31/03/2021,17,1531,6.359545075,19.3,3.4,1722,2,0.8,0,0,Spring,Yes
31/03/2021,18,1391,9.885882104,18.6,2.6,1867,0.2,0.48,0,0,Spring,Yes
31/03/2021,19,1025,1.345386339,17.3,2,1751,2.1,0.08,0,0,Spring,Yes
31/03/2021,20,972,4.155465551,16,1.6,1729,2.2,0,0,0,Spring,Yes
31/03/2021,21,1010,1.470031806,15.3,1.6,1582,2.5,0,0,0,Spring,Yes
31/03/2021,22,922,4.602601146,14.8,1.5,1616,3.1,0,0,0,Spring,Yes
31/03/2021,23,655,4.281122834,14.4,1.3,1201,5.5,0,0,0,Spring,Yes
01/04/2021,0,579,4.426298316,14.1,0.8,1050,6.7,0,0,0,Spring,Yes
01/04/2021,1,453,5.001267231,13.7,0.5,979,7.2,0,0,0,Spring,Yes
01/04/2021,2,322,9.985323155,13.7,0.6,915,6.8,0,0,0,Spring,Yes
01/04/2021,3,221,7.96939394,13.9,0.7,853,6.7,0,0,0,Spring,Yes
01/04/2021,4,147,2.984465478,14.1,0.3,827,6.5,0,0,0,Spring,Yes
01/04/2021,5,96,2.345382738,14.3,0.5,1085,5.8,0,0,0,Spring,Yes
01/04/2021,6,110,7.42515944,14.4,0.4,1131,5,0,0,0,Spring,Yes
01/04/2021,7,169,5.596591971,14.5,0.4,1003,5.4,0,0,0,Spring,Yes
01/04/2021,8,342,4.598094482,14.9,1.5,778,6.2,0.06,0,0,Spring,Yes
01/04/2021,9,485,5.860618788,15.5,1.8,934,7.2,0.16,0,0,Spring,Yes
01/04/2021,10,566,4.641172235,16.7,2,945,7.2,0.64,0,0,Spring,Yes
01/04/2021,11,737,7.16703886,18.7,2.1,1182,7.6,1.37,0,0,Spring,Yes
01/04/2021,12,926,3.832069833,20,3.1,1350,8.2,1.53,0,0,Spring,Yes
01/04/2021,13,1156,0.103623816,19.9,2.2,1248,10,0.86,0,0,Spring,Yes
01/04/2021,14,1201,4.302898302,19.5,2.1,832,11.2,0.42,0,0,Spring,Yes
01/04/2021,15,1349,1.881200556,20.2,2.2,687,11,0.72,0,0,Spring,Yes
01/04/2021,16,1409,3.932945583,20.2,3.2,625,12.4,0.87,0,0,Spring,Yes
01/04/2021,17,1362,4.847703224,20,1.8,559,12.8,0.47,0,0,Spring,Yes
01/04/2021,18,1296,7.799111304,19.7,2.1,519,13.2,0.12,0,0,Spring,Yes
01/04/2021,19,1066,7.356611675,19.4,2.3,614,13.7,0.03,0,0,Spring,Yes
01/04/2021,20,984,3.521417359,19.1,1.5,480,13.6,0,0,0,Spring,Yes
01/04/2021,21,983,8.479089326,18.9,1.9,472,13.6,0,0,0,Spring,Yes
01/04/2021,22,841,6.866392266,18.7,2.4,416,13.7,0,0,0,Spring,Yes
01/04/2021,23,588,6.128520227,18.3,1.3,480,13.2,0,0,0,Spring,Yes
02/04/2021,0,468,2.567071752,18.1,1.9,605,12.6,0,0,0,Spring,Yes
02/04/2021,1,295,6.215350033,18,1,716,12.3,0,0,0,Spring,Yes
02/04/2021,2,155,2.142108363,17.7,1.4,694,12.4,0,0,0,Spring,Yes
02/04/2021,3,111,2.750283299,17.6,1.2,628,12.3,0,0,0,Spring,Yes
02/04/2021,4,86,1.704872388,17.7,1.2,628,12,0,0,0,Spring,Yes
02/04/2021,5,125,9.197478092,17.3,1.4,508,12.2,0,0,0,Spring,Yes
02/04/2021,6,359,0.473735995,16.9,0.4,580,11.6,0,0,0,Spring,Yes
02/04/2021,7,918,2.440479585,17.1,1,623,11.6,0.01,0,0,Spring,Yes
02/04/2021,8,1469,0.263403622,17.7,1.1,804,11.2,0.11,0,0,Spring,Yes
02/04/2021,9,806,9.211497735,18.6,1.5,945,11,0.3,0,0,Spring,Yes
02/04/2021,10,579,4.184582,19.5,1.3,1059,11,0.55,0,0,Spring,Yes
02/04/2021,11,662,4.826279398,20.5,1.6,1301,10.8,0.95,0,0,Spring,Yes
02/04/2021,12,818,4.730941986,22.8,2,1240,9.9,1.82,0,0,Spring,Yes
02/04/2021,13,818,1.156995254,23.9,2.5,1113,10.3,2.14,0,0,Spring,Yes
02/04/2021,14,920,5.072664297,25,3.4,1315,9.3,2.1,0,0,Spring,Yes
02/04/2021,15,993,9.542324876,25.7,2.8,1347,10.3,2.28,0,0,Spring,Yes
02/04/2021,16,1218,8.981598494,25,4.1,1417,11,2,0,0,Spring,Yes
02/04/2021,17,1569,8.95866591,24,3.7,1582,10.7,1.28,0,0,Spring,Yes
02/04/2021,18,2401,9.712500093,22.7,4.1,1484,11,0.5,0,0,Spring,Yes
02/04/2021,19,1779,9.210750322,21.1,3.4,1592,11.1,0.1,0,0,Spring,Yes
02/04/2021,20,1517,8.343536601,20.2,1.8,1563,11.5,0,0,0,Spring,Yes
02/04/2021,21,1503,2.892097174,19.9,2.1,1652,10.9,0,0,0,Spring,Yes
02/04/2021,22,1213,9.912219925,19.4,2.3,1565,10.9,0,0,0,Spring,Yes
02/04/2021,23,803,3.454260582,18.8,0.9,1426,11.2,0,0,0,Spring,Yes
03/04/2021,0,532,8.06756716,18.8,0.8,1395,11,0,0,0,Spring,Yes
03/04/2021,1,430,6.409737455,19.1,1.7,1353,12,0,0,0,Spring,Yes
03/04/2021,2,275,4.496801161,19,1.6,1184,12.1,0,0,0,Spring,Yes
03/04/2021,3,156,5.28977232,19,1.7,1294,12.3,0,0,0,Spring,Yes
03/04/2021,4,124,9.778205672,18.9,1.2,1199,12.2,0,0,0,Spring,Yes
03/04/2021,5,163,7.689302585,18.9,1.6,1275,12,0,0,0,Spring,Yes
03/04/2021,6,388,8.287163144,18.8,1.2,1265,12.1,0,0,0,Spring,Yes
03/04/2021,7,1033,1.989712454,18.8,1,1366,11.9,0.01,0,0,Spring,Yes
03/04/2021,8,1677,9.018293971,19.3,0.5,1481,11.9,0.17,0,0,Spring,Yes
03/04/2021,9,867,3.094844931,20.3,2.4,1375,12,0.55,0,0,Spring,Yes
03/04/2021,10,664,8.997788184,20.9,2,1298,12.4,0.85,0,0,Spring,Yes
03/04/2021,11,696,1.754001655,21,1.9,1062,12.7,0.52,0,0,Spring,Yes
03/04/2021,12,913,5.920048347,21.6,2.9,1034,12.3,0.68,0,0,Spring,Yes
03/04/2021,13,870,3.461981402,22.1,2.6,1117,12.3,1.01,0,0,Spring,Yes
03/04/2021,14,931,6.053348696,23,3.2,1306,11,1.12,0,0,Spring,Yes
03/04/2021,15,961,2.53594337,21.9,2.5,1348,11.3,0.51,0,0,Spring,Yes
03/04/2021,16,1173,0.534801754,21.7,3.7,1302,11.1,0.78,0,0,Spring,Yes
03/04/2021,17,1436,7.978134642,21.7,2.6,1302,10.9,0.54,0,0,Spring,Yes
03/04/2021,18,2134,4.691975485,20.9,3.3,1326,12.8,0.12,0,0,Spring,Yes
03/04/2021,19,1415,1.733996831,20,3.1,1258,13.2,0.02,0,0,Spring,Yes
03/04/2021,20,1470,2.815915218,19.3,2.4,927,13.8,0,0,0,Spring,Yes
03/04/2021,21,1223,4.26347583,19,3.2,744,14,0,0,0,Spring,Yes
03/04/2021,22,1030,4.378944448,18,2,409,13.4,0,0,0,Spring,Yes
03/04/2021,23,454,0.19843484,17,1.6,163,14,0,0,0,Spring,Yes
04/04/2021,0,355,8.47564325,17,2.1,141,14.3,0,0.1,0,Spring,Yes
04/04/2021,1,113,3.410844862,16.8,1.7,209,14.1,0,0,0,Spring,Yes
04/04/2021,2,15,5.868785923,16.5,2.2,179,14,0,3.5,0,Spring,Yes
04/04/2021,3,22,0.256738493,16.3,1.2,228,13.8,0,7,0,Spring,Yes
04/04/2021,4,14,2.683041145,16.1,1.7,306,13.6,0,3,0,Spring,Yes
04/04/2021,5,19,7.034236929,13.9,3.4,305,11.4,0,3,0,Spring,Yes
04/04/2021,6,172,0.931957842,13.7,0.7,2000,10.9,0,2,0,Spring,Yes
04/04/2021,7,665,6.952714278,12.3,1.2,2000,8.7,0.01,0,0,Spring,Yes
04/04/2021,8,1284,0.226922912,12.3,2.5,2000,8,0.15,0,0,Spring,Yes
04/04/2021,9,378,3.73168897,12.4,1.4,2000,7.2,0.36,0,0,Spring,Yes
04/04/2021,10,505,2.032721806,12.7,1.4,2000,7.5,0.57,0,0,Spring,Yes
04/04/2021,11,744,9.712178178,14.8,2,2000,6.3,1.76,0,0,Spring,Yes
04/04/2021,12,928,9.847309576,17.3,2.1,1989,6,2.83,0,0,Spring,Yes
04/04/2021,13,951,6.077411413,18.7,1.4,2000,5.3,3.24,0,0,Spring,Yes
04/04/2021,14,1096,7.245419128,19.9,1.3,1981,4.7,3.04,0,0,Spring,Yes
04/04/2021,15,1209,3.69491177,19.9,2.2,2000,5.4,2.79,0,0,Spring,Yes
04/04/2021,16,1413,0.981520052,19.9,1.1,2000,4.7,2.25,0,0,Spring,Yes
04/04/2021,17,1745,2.777803637,19.2,2.2,2000,5.4,1.6,0,0,Spring,Yes
04/04/2021,18,2402,3.187253267,18,2.1,2000,4.6,0.79,0,0,Spring,Yes
04/04/2021,19,1626,2.929681964,16.3,2.1,2000,4.8,0.17,0,0,Spring,Yes
04/04/2021,20,1374,9.68469469,14.8,2,2000,4.2,0,0,0,Spring,Yes
04/04/2021,21,1256,9.201014205,13.8,1.9,2000,3.5,0,0,0,Spring,Yes
04/04/2021,22,1041,7.969967794,12.9,1.5,2000,2.9,0,0,0,Spring,Yes
04/04/2021,23,668,8.285525306,12.2,2.4,2000,2.2,0,0,0,Spring,Yes
